index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.01,3,0.00533333,3,0.266667,3,1
1,11,0,0.02,5,0.00675,2,0.275,-1,1
2,12,0,0.03,8,0.0082,3,0.28,1,0.945455
3,13,0,0.04,11,0.011,3,0.28,0,0.974026
4,14,0,0.05,14,0.014,3,0.3,0,1.1039
5,15,0,0.06,17,0.0172,3,0.32,0,0.945454
6,16,0,0.07,20,0.0204,3,0.32,0,0.909091
7,17,0,0.08,24,0.0236,4,0.32,1,0.854545
8,18,0,0.09,27,0.027,3,0.34,-1,0.763636
9,19,0,0.1,30,0.0306,3,0.36,0,0.6
10,20,0,0.11,34,0.034,4,0.34,1,0.563636
11,21,0,0.12,38,0.0376,4,0.36,0,0.563636
12,22,0,0.13,41,0.0412,3,0.36,-1,0.6
13,23,0,0.14,45,0.0448,4,0.36,1,0.563636
14,24,0,0.15,48,0.0484,3,0.36,-1,0.563636
15,25,0,0.16,52,0.0522,4,0.38,1,0.709091
16,26,0,0.17,56,0.056,4,0.38,0,0.690909
17,27,0,0.18,60,0.06,4,0.4,0,0.8
18,28,0,0.19,64,0.064,4,0.4,0,0.927273
19,29,0,0.2,68,0.068,4,0.4,0,0.963636
20,30,0,0.21,72,0.0722,4,0.42,0,0.909091
21,31,0,0.22,76,0.0764,4,0.42,0,0.963636
22,32,0,0.23,81,0.0808,5,0.44,1,0.927273
23,33,0,0.24,85,0.0854,4,0.46,-1,0.909091
24,34,0,0.25,90,0.09,5,0.46,1,0.909091
25,35,0,0.26,95,0.0946,5,0.46,0,0.818182
26,36,0,0.27,99,0.0994,4,0.48,-1,0.745455
27,37,0,0.28,104,0.1042,5,0.48,1,0.6
28,38,0,0.29,109,0.109,5,0.48,0,0.581818
29,39,0,0.3,114,0.114,5,0.5,0,0.6
30,40,0,0.31,119,0.119,5,0.5,0,0.654545
31,41,0,0.32,124,0.124,5,0.5,0,0.636364
32,42,0,0.33,129,0.129,5,0.5,0,0.745455
33,43,0,0.34,134,0.1342,5,0.52,0,0.781818
34,44,0,0.35,139,0.1394,5,0.52,0,0.836364
35,45,0,0.36,145,0.1448,6,0.54,1,0.909091
36,46,0,0.37,150,0.1502,5,0.54,-1,1
37,47,0,0.38,156,0.1558,6,0.56,1,1
38,48,0,0.39,161,0.1614,5,0.56,-1,0.909091
39,49,0,0.4,167,0.1672,6,0.58,1,0.836364
40,50,0,0.41,173,0.173,6,0.58,0,0.690909
41,51,0,0.42,179,0.179,6,0.6,0,0.672727
42,52,0,0.43,185,0.185,6,0.6,0,0.581818
43,53,0,0.44,191,0.191,6,0.6,0,0.618182
44,54,0,0.45,197,0.197,6,0.6,0,0.581818
45,55,0,0.46,203,0.203,6,0.6,0,0.672727
46,56,0,0.47,209,0.2092,6,0.62,0,0.690909
47,57,0,0.48,215,0.2154,6,0.62,0,0.745454
48,58,0,0.49,222,0.2218,7,0.64,1,0.745455
49,59,0,0.5,228,0.2282,6,0.64,-1,0.781818
50,60,0,0.51,235,0.2348,7,0.66,1,0.745455
51,61,0,0.52,241,0.2414,6,0.66,-1,0.636364
52,62,0,0.53,248,0.248,7,0.66,1,0.654545
53,63,0,0.54,255,0.2546,7,0.66,0,0.690909
54,64,0,0.55,261,0.2614,6,0.68,-1,0.745455
55,65,0,0.56,268,0.2682,7,0.68,1,0.727273
56,66,0,0.57,275,0.275,7,0.68,0,0.836364
57,67,0,0.58,282,0.282,7,0.7,0,0.872727
58,68,0,0.59,289,0.2892,7,0.72,0,0.836364
59,69,0,0.6,296,0.2964,7,0.72,0,0.727273
60,70,0,0.61,304,0.3036,8,0.72,1,0.745455
61,71,0,0.62,311,0.311,7,0.74,-1,0.781818
62,72,0,0.63,318,0.3184,7,0.74,0,0.727273
63,73,0,0.64,326,0.3258,8,0.74,1,0.690909
64,74,0,0.65,333,0.3332,7,0.74,-1,0.781818
65,75,0,0.66,341,0.3408,8,0.76,1,0.8
66,76,0,0.67,348,0.3486,7,0.78,-1,0.745455
67,77,0,0.68,356,0.3564,8,0.78,1,0.818182
68,78,0,0.69,365,0.3642,9,0.78,1,0.818182
69,79,0,0.7,372,0.3722,7,0.8,-2,0.745455
70,80,0,0.71,380,0.3802,8,0.8,1,0.690909
71,81,0,0.72,388,0.3882,8,0.8,0,0.563636
72,82,0,0.73,396,0.3964,8,0.82,0,0.581818
73,83,0,0.74,405,0.4046,9,0.82,1,0.606061
74,84,0,0.75,413,0.4128,8,0.82,-1,0.630303
75,85,0,0.76,421,0.4212,8,0.84,0,0.658442
76,86,0,0.77,429,0.4294,8,0.82,0,0.675325
77,87,0,0.78,438,0.4378,9,0.84,1,0.8
78,88,0,0.79,446,0.442,8,0.85,-1,0.833333
79,89,0,0.8,455,0.446333,9,0.866667,1,0.888889
