index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.01,3,0.00566667,3,0.266667,3,0.888889
1,11,0,0.02,6,0.007,3,0.275,0,0.833333
2,12,0,0.03,8,0.0084,2,0.28,-1,0.872727
3,13,0,0.04,11,0.0112,3,0.28,1,0.961039
4,14,0,0.05,14,0.0142,3,0.3,0,0.893507
5,15,0,0.06,17,0.0174,3,0.32,0,0.975758
6,16,0,0.07,21,0.0206,4,0.32,1,1.04242
7,17,0,0.08,24,0.024,3,0.34,-1,1.03636
8,18,0,0.09,27,0.0274,3,0.34,0,1.07273
9,19,0,0.1,31,0.0308,4,0.34,1,1
10,20,0,0.11,34,0.0344,3,0.36,-1,0.927273
11,21,0,0.12,38,0.0382,4,0.38,1,0.872727
12,22,0,0.13,42,0.042,4,0.38,0,0.745455
13,23,0,0.14,46,0.046,4,0.4,0,0.745455
14,24,0,0.15,50,0.05,4,0.4,0,0.672727
15,25,0,0.16,54,0.054,4,0.4,0,0.618182
16,26,0,0.17,58,0.058,4,0.4,0,0.672727
17,27,0,0.18,62,0.062,4,0.4,0,0.836364
18,28,0,0.19,66,0.0662,4,0.42,0,0.818182
19,29,0,0.2,70,0.0704,4,0.42,0,0.927273
20,30,0,0.21,75,0.0748,5,0.44,1,1.05455
21,31,0,0.22,79,0.0794,4,0.46,-1,1.09091
22,32,0,0.23,84,0.0842,5,0.48,1,1.03636
23,33,0,0.24,89,0.0888,5,0.46,0,0.981818
24,34,0,0.25,94,0.0936,5,0.48,0,1.01818
25,35,0,0.26,98,0.0986,4,0.5,-1,0.854545
26,36,0,0.27,103,0.1036,5,0.5,1,0.8
27,37,0,0.28,109,0.1086,6,0.5,1,0.854545
28,38,0,0.29,114,0.1138,5,0.52,-1,1.01818
29,39,0,0.3,119,0.1192,5,0.54,0,0.890909
30,40,0,0.31,124,0.1244,5,0.52,0,0.872727
31,41,0,0.32,130,0.1298,6,0.54,1,0.872727
32,42,0,0.33,135,0.1354,5,0.56,-1,0.8
33,43,0,0.34,141,0.1412,6,0.58,1,0.745455
34,44,0,0.35,147,0.1468,6,0.56,0,0.8
35,45,0,0.36,153,0.1526,6,0.58,0,0.963636
36,46,0,0.37,158,0.1584,5,0.58,-1,0.927273
37,47,0,0.38,164,0.1642,6,0.58,1,0.981818
38,48,0,0.39,170,0.1702,6,0.6,0,0.945455
39,49,0,0.4,176,0.1764,6,0.62,0,1.03636
40,50,0,0.41,183,0.1828,7,0.64,1,0.945455
41,51,0,0.42,189,0.1892,6,0.64,-1,0.963636
42,52,0,0.43,196,0.1958,7,0.66,1,0.890909
43,53,0,0.44,202,0.2022,6,0.64,-1,0.818182
44,54,0,0.45,209,0.2088,7,0.66,1,0.745455
45,55,0,0.46,215,0.2154,6,0.66,-1,0.690909
46,56,0,0.47,222,0.2222,7,0.68,1,0.763636
47,57,0,0.48,229,0.229,7,0.68,0,0.854545
48,58,0,0.49,236,0.236,7,0.7,0,0.963636
49,59,0,0.5,243,0.243,7,0.7,0,0.981818
50,60,0,0.51,250,0.25,7,0.7,0,1
51,61,0,0.52,257,0.2572,7,0.72,0,0.927273
52,62,0,0.53,264,0.2646,7,0.74,0,0.872727
53,63,0,0.54,272,0.272,8,0.74,1,0.836364
54,64,0,0.55,280,0.2796,8,0.76,0,0.818182
55,65,0,0.56,287,0.2872,7,0.76,-1,0.818182
56,66,0,0.57,295,0.2948,8,0.76,1,0.727273
57,67,0,0.58,302,0.3024,7,0.76,-1,0.654545
58,68,0,0.59,310,0.3102,8,0.78,1,0.709091
59,69,0,0.6,318,0.318,8,0.78,0,0.690909
60,70,0,0.61,326,0.326,8,0.8,0,0.8
61,71,0,0.62,334,0.334,8,0.8,0,0.836364
62,72,0,0.63,342,0.342,8,0.8,0,0.890909
63,73,0,0.64,350,0.3502,8,0.82,0,0.854545
64,74,0,0.65,358,0.3584,8,0.82,0,0.927273
65,75,0,0.66,367,0.3668,9,0.84,1,0.909091
66,76,0,0.67,375,0.3752,8,0.84,-1,1
67,77,0,0.68,384,0.3838,9,0.86,1,1
68,78,0,0.69,392,0.3924,8,0.86,-1,0.909091
69,79,0,0.7,401,0.4012,9,0.88,1,0.927273
70,80,0,0.71,410,0.41,9,0.88,0,0.854545
71,81,0,0.72,419,0.419,9,0.9,0,0.8
72,82,0,0.73,428,0.428,9,0.9,0,0.763636
73,83,0,0.74,437,0.437,9,0.9,0,0.836364
74,84,0,0.75,446,0.4462,9,0.92,0,0.727273
75,85,0,0.76,455,0.4554,9,0.92,0,0.745455
76,86,0,0.77,465,0.4646,10,0.92,1,0.781818
77,87,0,0.78,474,0.474,9,0.94,-1,0.836364
78,88,0,0.79,483,0.4836,9,0.96,0,0.821212
79,89,0,0.8,493,0.493,10,0.94,1,0.812987
80,90,0,0.81,503,0.5026,10,0.96,0,0.935065
81,91,0,0.82,512,0.5124,9,0.98,-1,0.981818
82,92,0,0.83,522,0.51725,10,0.975,1,1
83,93,0,0.84,532,0.522,10,0.966667,0,1.05556
