index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.01,2,0.00466667,2,0.233333,2,0.277778
1,11,0,0.02,5,0.00575,3,0.225,1,0.333333
2,12,0,0.03,7,0.007,2,0.24,-1,0.4
3,13,0,0.04,9,0.0094,2,0.24,0,0.454545
4,14,0,0.05,12,0.0118,3,0.24,1,0.366234
5,15,0,0.06,14,0.0142,2,0.24,-1,0.487879
6,16,0,0.07,17,0.0168,3,0.26,1,0.515152
7,17,0,0.08,19,0.0194,2,0.26,-1,0.472727
8,18,0,0.09,22,0.022,3,0.26,1,0.563636
9,19,0,0.1,25,0.0246,3,0.26,0,0.6
10,20,0,0.11,27,0.0274,2,0.28,-1,0.581818
11,21,0,0.12,30,0.0302,3,0.28,1,0.6
12,22,0,0.13,33,0.033,3,0.28,0,0.654545
13,23,0,0.14,36,0.036,3,0.3,0,0.654545
14,24,0,0.15,39,0.039,3,0.3,0,0.690909
15,25,0,0.16,42,0.042,3,0.3,0,0.654545
16,26,0,0.17,45,0.0452,3,0.32,0,0.563636
17,27,0,0.18,48,0.0484,3,0.32,0,0.527273
18,28,0,0.19,52,0.0516,4,0.32,1,0.436364
19,29,0,0.2,55,0.055,3,0.34,-1,0.4
20,30,0,0.21,58,0.0584,3,0.34,0,0.418182
21,31,0,0.22,62,0.0616,4,0.32,1,0.381818
22,32,0,0.23,65,0.065,3,0.34,-1,0.4
23,33,0,0.24,68,0.0684,3,0.34,0,0.472727
24,34,0,0.25,72,0.0718,4,0.34,1,0.490909
25,35,0,0.26,75,0.0754,3,0.36,-1,0.563636
26,36,0,0.27,79,0.079,4,0.36,1,0.690909
27,37,0,0.28,83,0.0826,4,0.36,0,0.654545
28,38,0,0.29,86,0.0864,3,0.38,-1,0.745455
29,39,0,0.3,90,0.0902,4,0.38,1,0.763636
30,40,0,0.31,94,0.094,4,0.38,0,0.709091
31,41,0,0.32,98,0.098,4,0.4,0,0.690909
32,42,0,0.33,102,0.102,4,0.4,0,0.709091
33,43,0,0.34,106,0.1062,4,0.42,0,0.563636
34,44,0,0.35,110,0.1104,4,0.42,0,0.472727
35,45,0,0.36,115,0.1146,5,0.42,1,0.436364
36,46,0,0.37,119,0.1188,4,0.42,-1,0.345455
37,47,0,0.38,123,0.1232,4,0.44,0,0.309091
38,48,0,0.39,127,0.1274,4,0.42,0,0.327273
39,49,0,0.4,132,0.1316,5,0.42,1,0.4
40,50,0,0.41,136,0.136,4,0.44,-1,0.436364
41,51,0,0.42,140,0.1404,4,0.44,0,0.527273
42,52,0,0.43,145,0.1448,5,0.44,1,0.563636
43,53,0,0.44,149,0.1494,4,0.46,-1,0.654545
44,54,0,0.45,154,0.154,5,0.46,1,0.690909
45,55,0,0.46,159,0.1586,5,0.46,0,0.654545
46,56,0,0.47,163,0.1634,4,0.48,-1,0.654545
47,57,0,0.48,168,0.1682,5,0.48,1,0.6
48,58,0,0.49,173,0.173,5,0.48,0,0.490909
49,59,0,0.5,178,0.178,5,0.5,0,0.527273
50,60,0,0.51,183,0.183,5,0.5,0,0.509091
51,61,0,0.52,188,0.188,5,0.5,0,0.436364
52,62,0,0.53,193,0.193,5,0.5,0,0.509091
53,63,0,0.54,198,0.198,5,0.5,0,0.527273
54,64,0,0.55,203,0.2032,5,0.52,0,0.490909
55,65,0,0.56,208,0.2084,5,0.52,0,0.509091
56,66,0,0.57,214,0.2136,6,0.52,1,0.581818
57,67,0,0.58,219,0.219,5,0.54,-1,0.6
58,68,0,0.59,224,0.2244,5,0.54,0,0.654545
59,69,0,0.6,230,0.2298,6,0.54,1,0.636364
60,70,0,0.61,235,0.2352,5,0.54,-1,0.654545
61,71,0,0.62,241,0.2408,6,0.56,1,0.618182
62,72,0,0.63,246,0.2464,5,0.56,-1,0.527273
63,73,0,0.64,252,0.2522,6,0.58,1,0.490909
64,74,0,0.65,258,0.258,6,0.58,0,0.418182
65,75,0,0.66,264,0.2638,6,0.58,0,0.490909
66,76,0,0.67,270,0.2696,6,0.58,0,0.490909
67,77,0,0.68,275,0.2754,5,0.58,-1,0.527273
68,78,0,0.69,281,0.2812,6,0.58,1,0.509091
69,79,0,0.7,287,0.287,6,0.58,0,0.545455
70,80,0,0.71,293,0.2932,6,0.62,0,0.545455
71,81,0,0.72,299,0.2994,6,0.62,0,0.509091
72,82,0,0.73,306,0.3056,7,0.62,1,0.527273
73,83,0,0.74,312,0.3118,6,0.62,-1,0.490909
74,84,0,0.75,318,0.318,6,0.62,0,0.490909
75,85,0,0.76,324,0.3242,6,0.62,0,0.327273
76,86,0,0.77,330,0.3304,6,0.62,0,0.418182
77,87,0,0.78,337,0.3368,7,0.64,1,0.472727
78,88,0,0.79,343,0.3432,6,0.64,-1,0.490909
79,89,0,0.8,350,0.3498,7,0.66,1,0.472727
80,90,0,0.81,356,0.3562,6,0.64,-1,0.509091
81,91,0,0.82,363,0.3628,7,0.66,1,0.490909
82,92,0,0.83,369,0.3694,6,0.66,-1,0.509091
83,93,0,0.84,376,0.376,7,0.66,1,0.654545
84,94,0,0.85,383,0.3826,7,0.66,0,0.727273
85,95,0,0.86,389,0.3894,6,0.68,-1,0.745454
86,96,0,0.87,396,0.3962,7,0.68,1,0.709091
87,97,0,0.88,403,0.4032,7,0.7,0,0.618182
88,98,0,0.89,410,0.4104,7,0.72,0,0.490909
89,99,0,0.9,418,0.4176,8,0.72,1,0.327273
90,100,0,0.91,425,0.4246,7,0.7,-1,0.218182
91,101,0,0.92,432,0.4318,7,0.72,0,0.163636
92,102,0,0.93,438,0.4388,6,0.7,-1,0.0727273
93,103,0,0.94,446,0.4458,8,0.7,2,0.145455
94,104,0,0.95,453,0.4528,7,0.7,-1,0.290909
95,105,0,0.96,460,0.46,7,0.72,0,0.472727
96,106,0,0.97,467,0.4672,7,0.72,0,0.436364
97,107,0,0.98,474,0.4744,7,0.72,0,0.579221
98,108,0,0.99,482,0.4818,8,0.74,1,0.558442
99,109,0,1,489,0.4892,7,0.74,-1,0.545455
100,110,0,1.01,497,0.493,8,0.75,1,0.5
101,111,0,1.02,504,0.496667,7,0.733333,-1,0.666667
