index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.0094186,2,0.00433333,2,0.247737,2,0.250504
1,10,1,0.0188372,4,0.0055,2,0.238889,0,0.375756
2,10,2,0.0282558,7,0.0066,3,0.23358,1,0.491898
3,10,3,0.0376744,9,0.0088,2,0.23358,-1,0.658792
4,11,0,0.047093,11,0.0112,2,0.254815,0,0.620729
5,11,1,0.0565116,13,0.0134,2,0.23358,0,0.690024
6,11,2,0.0659302,16,0.0158,3,0.254815,1,0.765175
7,11,3,0.0753488,18,0.0184,2,0.276049,-1,0.881318
8,13,0,0.0847674,21,0.021,3,0.276049,1,1.02479
9,14,0,0.094186,24,0.0236,3,0.276049,0,1.06578
10,15,0,0.103605,26,0.0264,2,0.297284,-1,1.22975
11,16,0,0.113023,29,0.0292,3,0.297284,1,1.16826
12,17,0,0.122442,32,0.0322,3,0.318519,0,1.10677
13,18,0,0.13186,35,0.0354,3,0.339753,0,1.06578
14,19,0,0.141279,39,0.0386,4,0.339753,1,1.04528
15,20,0,0.150698,42,0.042,3,0.360988,-1,0.92231
16,21,0,0.160116,45,0.0454,3,0.360988,0,0.92231
17,22,0,0.169535,49,0.0488,4,0.360988,1,0.717352
18,23,0,0.178953,52,0.0522,3,0.360988,-1,0.655865
19,24,0,0.188372,56,0.0558,4,0.382222,1,0.635369
20,25,0,0.197791,59,0.0594,3,0.382222,-1,0.655865
21,26,0,0.207209,63,0.0632,4,0.403457,1,0.717352
22,27,0,0.216628,67,0.0668,4,0.382222,0,0.819831
23,28,0,0.226047,71,0.0706,4,0.403457,0,0.840326
24,29,0,0.235465,74,0.0744,3,0.403457,-1,0.881318
25,30,0,0.244884,78,0.0784,4,0.424691,1,0.840326
26,31,0,0.254302,82,0.0824,4,0.424691,0,0.840326
27,32,0,0.263721,87,0.0866,5,0.445926,1,0.881318
28,33,0,0.27314,91,0.0908,4,0.445926,-1,0.840326
29,34,0,0.282558,95,0.0952,4,0.46716,0,0.819831
30,35,0,0.291977,99,0.0994,4,0.445926,0,0.819831
31,36,0,0.301395,104,0.1038,5,0.46716,1,0.737848
32,37,0,0.310814,108,0.1082,4,0.467161,-1,0.799335
33,38,0,0.320233,113,0.1128,5,0.488395,1,0.881318
34,39,0,0.329651,117,0.1174,4,0.488395,-1,0.881318
35,40,0,0.33907,122,0.1222,5,0.50963,1,0.92231
36,41,0,0.348488,127,0.1268,5,0.488395,0,0.881318
37,42,0,0.357907,132,0.1318,5,0.530864,0,0.860822
38,43,0,0.367326,136,0.1368,4,0.530864,-1,0.758343
39,44,0,0.376744,142,0.1418,6,0.530864,2,0.696856
40,45,0,0.386163,147,0.1468,5,0.530864,-1,0.67636
41,46,0,0.395581,152,0.152,5,0.552099,0,0.799335
42,47,0,0.405,157,0.1572,5,0.552099,0,0.614873
43,48,0,0.414419,162,0.1624,5,0.552099,0,0.696856
44,49,0,0.423837,168,0.1676,6,0.552099,1,0.819831
45,50,0,0.433256,173,0.173,5,0.573333,-1,0.860822
46,51,0,0.442674,178,0.1786,5,0.594568,0,0.819831
47,52,0,0.452093,184,0.184,6,0.573333,1,0.92231
48,53,0,0.461512,190,0.1896,6,0.594568,0,0.942805
49,54,0,0.47093,195,0.1954,5,0.615802,-1,0.881318
50,55,0,0.480349,201,0.2012,6,0.615802,1,0.840326
51,56,0,0.489767,207,0.207,6,0.615802,0,0.819831
52,57,0,0.499186,213,0.213,6,0.637037,0,0.942805
53,58,0,0.508605,219,0.219,6,0.637037,0,0.860822
54,59,0,0.518023,225,0.225,6,0.637037,0,0.901814
55,60,0,0.527442,231,0.2312,6,0.658272,0,0.860822
56,61,0,0.53686,237,0.2374,6,0.658272,0,0.860822
57,62,0,0.546279,244,0.2438,7,0.679506,1,0.778839
58,63,0,0.555698,250,0.2502,6,0.679506,-1,0.737848
59,64,0,0.565116,257,0.2568,7,0.700741,1,0.635369
60,65,0,0.574535,263,0.2632,6,0.679506,-1,0.573881
61,66,0,0.583953,270,0.2698,7,0.700741,1,0.553386
62,67,0,0.593372,276,0.2764,6,0.700741,-1,0.471403
63,68,0,0.602791,283,0.283,7,0.700741,1,0.553386
64,69,0,0.612209,290,0.2896,7,0.700741,0,0.67636
65,70,0,0.621628,296,0.2964,6,0.721975,-1,0.840326
66,71,0,0.631047,303,0.3032,7,0.721975,1,0.819831
67,72,0,0.640465,310,0.31,7,0.721975,0,0.942805
68,73,0,0.649884,317,0.317,7,0.74321,0,0.983797
69,74,0,0.659302,324,0.3242,7,0.764444,0,0.942805
70,75,0,0.668721,331,0.3314,7,0.764444,0,0.819831
71,76,0,0.67814,339,0.3386,8,0.764444,1,0.840326
72,77,0,0.687558,346,0.346,7,0.785679,-1,0.778839
73,78,0,0.696977,353,0.3534,7,0.785679,0,0.737848
74,79,0,0.706395,361,0.3608,8,0.785679,1,0.717352
75,80,0,0.715814,368,0.3682,7,0.785679,-1,0.840326
76,81,0,0.725233,376,0.3758,8,0.806914,1,0.881318
77,82,0,0.734651,383,0.3834,7,0.806914,-1,0.840326
78,83,0,0.74407,391,0.3912,8,0.828148,1,0.840326
79,84,0,0.753488,399,0.399,8,0.828148,0,0.792503
80,85,0,0.762907,407,0.407,8,0.849383,0,0.717352
81,86,0,0.772326,415,0.415,8,0.849383,0,0.53289
82,87,0,0.781744,423,0.423,8,0.849383,0,0.409915
83,88,0,0.791163,431,0.431,8,0.849383,0,0.245949
84,89,0,0.800581,439,0.435,8,0.849383,0,0.187878
85,90,0,0.81,447,0.439,8,0.849383,0,1.58923e-14
