index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.00945055,0,0.001,0,0.0705426,0,0.74644
1,10,1,0.0189011,1,0.0015,1,0.0793605,1,0.933049
2,10,2,0.0283516,2,0.0018,1,0.0634884,0,1.0993
3,10,3,0.0378022,3,0.0026,1,0.0846512,0,1.23599
4,11,0,0.0472527,3,0.0034,0,0.0846512,-1,1.32033
5,11,1,0.0567033,4,0.0042,1,0.0846512,1,1.46574
6,11,2,0.0661538,5,0.0052,1,0.105814,0,1.51324
7,11,3,0.0756044,6,0.0066,1,0.14814,0,1.52681
8,13,0,0.0850549,8,0.008,2,0.14814,1,1.50645
9,14,0,0.0945055,10,0.0096,2,0.169302,0,1.56752
10,15,0,0.103956,11,0.0114,1,0.190465,-1,1.48609
11,16,0,0.113407,13,0.0132,2,0.190465,1,1.26216
12,17,0,0.122857,15,0.015,2,0.190465,0,1.11966
13,18,0,0.132308,17,0.017,2,0.211628,0,1.07894
14,19,0,0.141758,19,0.0192,2,0.232791,0,0.936442
15,20,0,0.151209,21,0.0214,2,0.232791,0,0.916085
16,21,0,0.160659,24,0.0236,3,0.232791,1,0.916085
17,22,0,0.17011,26,0.026,2,0.253953,-1,0.834655
18,23,0,0.17956,28,0.0284,2,0.253954,0,0.773583
19,24,0,0.189011,31,0.0308,3,0.253953,1,0.732868
20,25,0,0.198462,33,0.0334,2,0.275116,-1,0.834655
21,26,0,0.207912,36,0.036,3,0.275116,1,0.9568
22,27,0,0.217363,39,0.0386,3,0.275116,0,0.977157
23,28,0,0.226813,41,0.0414,2,0.296279,-1,1.11966
24,29,0,0.236264,44,0.0442,3,0.296279,1,1.16037
25,30,0,0.245714,47,0.0472,3,0.317442,0,1.0993
26,31,0,0.255165,50,0.0504,3,0.338605,0,1.05859
27,32,0,0.264615,54,0.0536,4,0.338605,1,1.03823
28,33,0,0.274066,57,0.057,3,0.359767,-1,0.916085
29,34,0,0.283516,60,0.0604,3,0.359767,0,0.814298
30,35,0,0.292967,64,0.0638,4,0.359767,1,0.631081
31,36,0,0.302418,67,0.0672,3,0.359767,-1,0.590366
32,37,0,0.311868,71,0.0708,4,0.38093,1,0.590366
33,38,0,0.321319,74,0.0744,3,0.38093,-1,0.631081
34,39,0,0.330769,78,0.078,4,0.38093,1,0.814298
35,40,0,0.34022,82,0.0816,4,0.38093,0,0.916085
36,41,0,0.34967,85,0.0854,3,0.402093,-1,1.03823
37,42,0,0.359121,89,0.0892,4,0.402093,1,1.05859
38,43,0,0.368571,93,0.0932,4,0.423256,0,1.0993
