index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.01,2,0.004,2,0.2,2,1
1,11,0,0.02,4,0.005,2,0.2,0,1
2,12,0,0.03,6,0.0062,2,0.22,0,0.909091
3,13,0,0.04,8,0.0084,2,0.22,0,0.883117
4,14,0,0.05,11,0.0108,3,0.24,1,0.67013
5,15,0,0.06,13,0.0132,2,0.24,-1,0.618182
6,16,0,0.07,16,0.0158,3,0.26,1,0.509091
7,17,0,0.08,18,0.0182,2,0.24,-1,0.472727
8,18,0,0.09,21,0.0208,3,0.26,1,0.472727
9,19,0,0.1,23,0.0232,2,0.24,-1,0.509091
10,20,0,0.11,26,0.0258,3,0.26,1,0.581818
11,21,0,0.12,28,0.0284,2,0.26,-1,0.6
12,22,0,0.13,31,0.0312,3,0.28,1,0.672727
13,23,0,0.14,34,0.034,3,0.28,0,0.6
14,24,0,0.15,37,0.037,3,0.3,0,0.581818
15,25,0,0.16,40,0.04,3,0.3,0,0.509091
16,26,0,0.17,43,0.043,3,0.3,0,0.472727
17,27,0,0.18,46,0.046,3,0.3,0,0.472727
18,28,0,0.19,49,0.049,3,0.3,0,0.509091
19,29,0,0.2,52,0.052,3,0.3,0,0.581818
20,30,0,0.21,55,0.0552,3,0.32,0,0.6
21,31,0,0.22,58,0.0584,3,0.32,0,0.672727
22,32,0,0.23,62,0.0618,4,0.34,1,0.690909
23,33,0,0.24,65,0.0652,3,0.34,-1,0.654545
24,34,0,0.25,69,0.0688,4,0.36,1,0.563636
25,35,0,0.26,72,0.0722,3,0.34,-1,0.509091
26,36,0,0.27,76,0.0758,4,0.36,1,0.490909
27,37,0,0.28,79,0.0794,3,0.36,-1,0.418182
28,38,0,0.29,83,0.083,4,0.36,1,0.490909
29,39,0,0.3,87,0.0866,4,0.36,0,0.509091
30,40,0,0.31,90,0.0904,3,0.38,-1,0.581818
31,41,0,0.32,94,0.0942,4,0.38,1,0.509091
32,42,0,0.33,98,0.098,4,0.38,0,0.490909
33,43,0,0.34,102,0.102,4,0.4,0,0.527273
34,44,0,0.35,106,0.106,4,0.4,0,0.509091
35,45,0,0.36,110,0.11,4,0.4,0,0.527273
36,46,0,0.37,114,0.114,4,0.4,0,0.672727
37,47,0,0.38,118,0.118,4,0.4,0,0.745455
38,48,0,0.39,122,0.1222,4,0.42,0,0.745455
39,49,0,0.4,126,0.1264,4,0.42,0,0.781818
40,50,0,0.41,131,0.1308,5,0.44,1,0.763636
41,51,0,0.42,135,0.1354,4,0.46,-1,0.6
42,52,0,0.43,140,0.14,5,0.46,1,0.490909
43,53,0,0.44,145,0.1446,5,0.46,0,0.327273
44,54,0,0.45,149,0.1492,4,0.46,-1,0.309091
45,55,0,0.46,154,0.1538,5,0.46,1,0.236364
46,56,0,0.47,158,0.1582,4,0.44,-1,0.309091
47,57,0,0.48,163,0.1628,5,0.46,1,0.436364
48,58,0,0.49,167,0.1674,4,0.46,-1,0.527273
49,59,0,0.5,172,0.1722,5,0.48,1,0.581818
50,60,0,0.51,177,0.177,5,0.48,0,0.6
51,61,0,0.52,182,0.182,5,0.5,0,0.581818
52,62,0,0.53,187,0.187,5,0.5,0,0.509091
53,63,0,0.54,192,0.192,5,0.5,0,0.472727
54,64,0,0.55,197,0.197,5,0.5,0,0.472727
55,65,0,0.56,202,0.202,5,0.5,0,0.509091
56,66,0,0.57,207,0.207,5,0.5,0,0.581818
57,67,0,0.58,212,0.2122,5,0.52,0,0.6
58,68,0,0.59,217,0.2174,5,0.52,0,0.672727
59,69,0,0.6,223,0.2228,6,0.54,1,0.6
60,70,0,0.61,228,0.2282,5,0.54,-1,0.581818
61,71,0,0.62,234,0.2338,6,0.56,1,0.509091
62,72,0,0.63,239,0.2392,5,0.54,-1,0.472727
63,73,0,0.64,245,0.2448,6,0.56,1,0.472727
64,74,0,0.65,250,0.2502,5,0.54,-1,0.418182
65,75,0,0.66,256,0.2558,6,0.56,1,0.509091
66,76,0,0.67,261,0.2614,5,0.56,-1,0.545455
67,77,0,0.68,267,0.2672,6,0.58,1,0.636364
68,78,0,0.69,273,0.273,6,0.58,0,0.581818
69,79,0,0.7,279,0.2788,6,0.58,0,0.672727
70,80,0,0.71,285,0.2848,6,0.6,0,0.509091
71,81,0,0.72,290,0.2908,5,0.6,-1,0.490909
72,82,0,0.73,297,0.2968,7,0.6,2,0.418182
73,83,0,0.74,303,0.3028,6,0.6,-1,0.4
74,84,0,0.75,309,0.309,6,0.62,0,0.436364
75,85,0,0.76,315,0.315,6,0.6,0,0.418182
76,86,0,0.77,321,0.3212,6,0.62,0,0.454545
77,87,0,0.78,327,0.3274,6,0.62,0,0.545455
78,88,0,0.79,334,0.3336,7,0.62,1,0.581818
79,89,0,0.8,340,0.34,6,0.64,-1,0.563636
80,90,0,0.81,346,0.3464,6,0.64,0,0.690909
81,91,0,0.82,353,0.3528,7,0.64,1,0.654545
82,92,0,0.83,359,0.3594,6,0.66,-1,0.563636
83,93,0,0.84,366,0.366,7,0.66,1,0.527273
84,94,0,0.85,373,0.3726,7,0.66,0,0.436364
85,95,0,0.86,379,0.3794,6,0.68,-1,0.4
86,96,0,0.87,386,0.3862,7,0.68,1,0.327273
87,97,0,0.88,393,0.3928,7,0.66,0,0.4
88,98,0,0.89,400,0.3996,7,0.68,0,0.509091
89,99,0,0.9,406,0.4064,6,0.68,-1,0.563636
90,100,0,0.91,413,0.4132,7,0.68,1,0.563636
91,101,0,0.92,420,0.42,7,0.68,0,0.709091
92,102,0,0.93,427,0.4272,7,0.72,0,0.709091
93,103,0,0.94,434,0.4344,7,0.72,0,0.654545
94,104,0,0.95,442,0.4416,8,0.72,1,0.636364
95,105,0,0.96,449,0.4488,7,0.72,-1,0.563636
96,106,0,0.97,456,0.4562,7,0.74,0,0.369697
97,107,0,0.98,463,0.4634,7,0.72,0,0.139394
98,108,0,0.99,471,0.4708,8,0.74,1,0.0597403
99,109,0,1,478,0.4782,7,0.74,-1,-0.012987
100,110,0,1.01,486,0.4856,8,0.74,1,-0.145455
101,111,0,1.02,493,0.48925,7,0.725,-1,-0.166667
102,112,0,1.03,500,0.493,7,0.733333,0,-0.111111
