index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.00853659,6,0.012,6,0.702857,6,0.457415
1,10,1,0.0170732,12,0.01525,6,0.732143,0,0.686122
2,10,2,0.0256098,18,0.0184,6,0.726286,0,0.848297
3,10,3,0.0341463,25,0.0246,7,0.726286,1,1.19403
4,11,0,0.0426829,31,0.0308,6,0.726286,-1,1.71798
5,11,1,0.0512195,37,0.0372,6,0.749714,0,1.97104
6,11,2,0.0597561,43,0.0436,6,0.749714,0,2.29539
7,11,3,0.0682927,50,0.0502,7,0.773143,1,2.69459
8,12,0,0.0768293,57,0.0572,7,0.82,0,2.89419
9,13,0,0.0853659,64,0.0646,7,0.866857,0,2.99399
10,14,0,0.0939024,72,0.072,8,0.866857,1,3.09379
11,15,0,0.102439,80,0.0798,8,0.913714,0,3.04389
12,16,0,0.110976,87,0.0878,7,0.937143,-1,2.84429
13,17,0,0.119512,96,0.0958,9,0.937143,2,2.61974
14,18,0,0.128049,104,0.104,8,0.960571,-1,2.51994
15,19,0,0.136585,112,0.1126,8,1.00743,0,2.44509
16,20,0,0.145122,121,0.1212,9,1.00743,1,2.27044
17,21,0,0.153659,130,0.13,9,1.03086,0,2.27044
18,22,0,0.162195,139,0.139,9,1.05429,0,2.44509
19,23,0,0.170732,148,0.1482,9,1.07771,0,2.37024
20,24,0,0.179268,157,0.1574,9,1.07771,0,2.32034
21,25,0,0.187805,167,0.1668,10,1.10114,1,2.44509
22,26,0,0.196341,176,0.1764,9,1.12457,-1,2.47004
23,27,0,0.204878,186,0.1864,10,1.17143,1,2.39519
24,28,0,0.213415,196,0.1964,10,1.17143,0,2.49499
25,29,0,0.221951,207,0.2066,11,1.19486,1,2.61974
26,30,0,0.230488,217,0.217,10,1.21829,-1,2.49499
27,31,0,0.239024,227,0.2276,10,1.24171,0,2.39519
28,32,0,0.247561,238,0.2382,11,1.24171,1,2.32034
29,33,0,0.256098,249,0.2492,11,1.28857,0,2.29539
30,34,0,0.264634,260,0.2604,11,1.312,0,2.32034
31,35,0,0.273171,272,0.2716,12,1.312,1,2.37024
32,36,0,0.281707,283,0.283,11,1.33543,-1,2.44509
33,37,0,0.290244,294,0.2946,11,1.35886,0,2.42014
34,38,0,0.29878,306,0.3062,12,1.35886,1,2.26212
35,39,0,0.307317,318,0.3182,12,1.40571,0,2.19143
36,40,0,0.315854,330,0.3304,12,1.42914,0,2.19203
37,41,0,0.32439,343,0.3428,13,1.45257,1,1.88906
38,42,0,0.332927,355,0.3552,12,1.45257,-1,1.64669
39,43,0,0.341463,368,0.3615,13,1.46429,1,1.60095
40,44,0,0.35,380,0.367667,12,1.44476,-1,1.29601
