index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,13,0,0.00863636,6,0.013,6,0.77193,6,0.893813
1,13,1,0.0172727,13,0.0165,7,0.781579,1,1.11727
2,13,2,0.0259091,20,0.0198,7,0.764211,0,1.31634
3,13,3,0.0345455,27,0.0266,7,0.787368,0,1.72378
4,14,0,0.0431818,33,0.0334,6,0.787368,-1,2.01979
5,14,1,0.0518182,40,0.0402,7,0.787368,1,2.46205
6,14,2,0.0604545,47,0.0472,7,0.810526,0,2.83583
7,14,3,0.0690909,54,0.0546,7,0.856842,0,3.19335
8,15,0,0.0777273,62,0.0624,8,0.903158,1,3.38837
9,16,0,0.0863636,70,0.0704,8,0.926316,0,3.559
10,17,0,0.095,79,0.0788,9,0.972632,1,3.559
11,18,0,0.103636,87,0.0874,8,0.995789,-1,3.36399
12,19,0,0.112273,96,0.0962,9,1.01895,1,3.09584
13,20,0,0.120909,105,0.1052,9,1.04211,0,2.77895
14,21,0,0.129545,114,0.1144,9,1.06526,0,2.70582
15,22,0,0.138182,124,0.1238,10,1.08842,1,2.48643
16,23,0,0.146818,133,0.1334,9,1.11158,-1,2.4133
17,24,0,0.155455,143,0.1432,10,1.13474,1,2.36454
18,25,0,0.164091,153,0.153,10,1.13474,0,2.34017
19,26,0,0.172727,163,0.1632,10,1.18105,0,2.34017
20,27,0,0.181364,173,0.1734,10,1.18105,0,2.36454
21,28,0,0.19,184,0.1838,11,1.20421,1,2.4133
22,29,0,0.198636,194,0.1944,10,1.22737,-1,2.48643
23,30,0,0.207273,205,0.2052,11,1.25053,1,2.58393
24,31,0,0.215909,216,0.2162,11,1.27368,0,2.43767
25,32,0,0.224545,227,0.2274,11,1.29684,0,2.46205
26,33,0,0.233182,239,0.2388,12,1.32,1,2.26704
27,34,0,0.241818,250,0.2504,11,1.34316,-1,2.12078
28,35,0,0.250455,262,0.2622,12,1.36632,1,2.02327
29,36,0,0.259091,274,0.274,12,1.36632,0,1.97452
30,37,0,0.267727,286,0.286,12,1.38947,0,1.97452
31,38,0,0.276364,298,0.298,12,1.38947,0,2.14515
32,39,0,0.285,310,0.3102,12,1.41263,0,2.21828
33,40,0,0.293636,322,0.3226,12,1.43579,0,2.34017
34,41,0,0.302273,335,0.3352,13,1.45895,1,2.5108
35,42,0,0.310909,348,0.348,13,1.48211,0,2.58393
36,43,0,0.319545,361,0.3612,13,1.52842,0,2.55956
37,44,0,0.328182,374,0.3744,13,1.52842,0,2.47018
38,45,0,0.336818,388,0.3878,14,1.55158,1,2.3361
39,46,0,0.345455,401,0.4014,13,1.57474,-1,2.19042
40,47,0,0.354091,415,0.4152,14,1.59789,1,2.0372
41,48,0,0.362727,429,0.429,14,1.59789,0,1.80388
42,49,0,0.371364,443,0.436,14,1.62105,0,1.78763
43,50,0,0.38,457,0.443,14,1.62105,0,1.71314
