index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.0096,2,0.004,2,0.208333,2,1.38648
1,10,1,0.0192,4,0.005,2,0.208333,0,1.44676
2,10,2,0.0288,6,0.0062,2,0.229167,0,1.34154
3,10,3,0.0384,8,0.0084,2,0.229167,0,1.45146
4,11,0,0.048,11,0.0108,3,0.25,1,1.41764
5,12,0,0.0576,13,0.0134,2,0.270833,-1,1.31852
6,13,0,0.0672,16,0.0162,3,0.291667,1,1.17056
7,14,0,0.0768,19,0.0188,3,0.270833,0,1.18371
8,15,0,0.0864,22,0.0218,3,0.3125,0,1.08507
9,16,0,0.096,24,0.0248,2,0.3125,-1,0.986427
10,17,0,0.1056,28,0.0278,4,0.3125,2,0.986427
11,18,0,0.1152,31,0.0308,3,0.3125,-1,0.986427
12,19,0,0.1248,34,0.0342,3,0.354167,0,1.00616
13,20,0,0.1344,37,0.0374,3,0.333333,0,0.927241
14,21,0,0.144,41,0.0408,4,0.354167,1,1.06534
15,22,0,0.1536,44,0.0444,3,0.375,-1,1.1048
16,23,0,0.1632,48,0.048,4,0.375,1,1.14426
17,24,0,0.1728,52,0.0516,4,0.375,0,1.06534
18,25,0,0.1824,55,0.0554,3,0.395833,-1,1.20344
19,26,0,0.192,59,0.0594,4,0.416667,1,1.12453
20,27,0,0.2016,63,0.0634,4,0.416667,0,1.04561
21,28,0,0.2112,68,0.0676,5,0.4375,1,1.08507
22,29,0,0.2208,72,0.0718,4,0.4375,-1,1.12453
23,30,0,0.2304,76,0.0762,4,0.458333,0,1.04561
24,31,0,0.24,80,0.0806,4,0.458333,0,0.966698
25,32,0,0.2496,85,0.085,5,0.458333,1,1.1048
26,33,0,0.2592,90,0.0896,5,0.479167,0,1.12453
27,34,0,0.2688,94,0.0944,4,0.5,-1,1.14425
28,35,0,0.2784,99,0.0992,5,0.5,1,1.16398
29,36,0,0.288,104,0.104,5,0.5,0,1.28235
30,37,0,0.2976,109,0.1092,5,0.541667,0,1.18371
31,38,0,0.3072,114,0.1144,5,0.541667,0,1.08507
32,39,0,0.3168,120,0.1196,6,0.541667,1,1.08507
33,40,0,0.3264,125,0.125,5,0.5625,-1,1.08507
34,41,0,0.336,130,0.1306,5,0.583333,0,0.986427
35,42,0,0.3456,136,0.136,6,0.5625,1,0.986427
36,43,0,0.3552,142,0.1416,6,0.583333,0,1.08507
37,44,0,0.3648,147,0.1474,5,0.604167,-1,1.08507
38,45,0,0.3744,153,0.1532,6,0.604167,1,0.986427
39,46,0,0.384,159,0.159,6,0.604167,0,1.1048
40,47,0,0.3936,165,0.1652,6,0.645833,0,1.22317
41,48,0,0.4032,171,0.1714,6,0.645833,0,1.12453
42,49,0,0.4128,178,0.1776,7,0.645833,1,1.12453
43,50,0,0.4224,184,0.1838,6,0.645833,-1,1.22317
44,51,0,0.432,190,0.1904,6,0.6875,0,1.1048
45,52,0,0.4416,196,0.197,6,0.6875,0,0.887784
46,53,0,0.4512,204,0.2036,8,0.6875,2,1.00616
47,54,0,0.4608,211,0.2104,7,0.708333,-1,1.02588
48,55,0,0.4704,217,0.2174,6,0.729167,-1,1.04561
49,56,0,0.48,224,0.2242,7,0.708333,1,0.94697
50,57,0,0.4896,231,0.231,7,0.708333,0,1.06534
51,58,0,0.4992,238,0.2382,7,0.75,0,1.08507
52,59,0,0.5088,245,0.2454,7,0.75,0,1.1048
53,60,0,0.5184,253,0.2528,8,0.770833,1,1.12453
54,61,0,0.528,260,0.2602,7,0.770833,-1,1.26263
55,62,0,0.5376,268,0.2678,8,0.791667,1,1.18371
56,63,0,0.5472,275,0.2754,7,0.791667,-1,0.986427
57,64,0,0.5568,283,0.2832,8,0.8125,1,1.00616
58,65,0,0.5664,291,0.291,8,0.8125,0,0.927241
59,66,0,0.576,299,0.299,8,0.833333,0,0.966698
60,67,0,0.5856,307,0.307,8,0.833333,0,0.907513
61,68,0,0.5952,315,0.315,8,0.833333,0,0.966698
62,69,0,0.6048,323,0.3232,8,0.854167,0,0.927241
63,70,0,0.6144,331,0.3314,8,0.854167,0,1.00616
64,71,0,0.624,340,0.3398,9,0.875,1,0.986427
65,72,0,0.6336,348,0.3482,8,0.875,-1,1.08507
66,73,0,0.6432,357,0.3568,9,0.895833,1,1.18371
67,74,0,0.6528,365,0.3654,8,0.895833,-1,1.16398
68,75,0,0.6624,374,0.3742,9,0.916667,1,1.20344
69,76,0,0.672,383,0.383,9,0.916667,0,1.18371
70,77,0,0.6816,392,0.392,9,0.9375,0,1.27672
71,78,0,0.6912,401,0.4012,9,0.958333,0,1.15553
72,79,0,0.7008,410,0.4104,9,0.958333,0,1.14426
73,80,0,0.7104,420,0.415,10,0.963542,1,1.08507
74,81,0,0.72,429,0.419667,9,0.972222,-1,1.08507
