index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.01,1,0.00233333,1,0.133333,1,0.944444
1,11,0,0.02,2,0.003,1,0.125,0,1
2,12,0,0.03,4,0.0038,2,0.14,1,1.01818
3,13,0,0.04,5,0.0052,1,0.14,-1,1.1039
4,14,0,0.05,7,0.0068,2,0.16,1,1.05325
5,15,0,0.06,8,0.0084,1,0.16,-1,0.924242
6,16,0,0.07,10,0.0102,2,0.18,1,0.836364
7,17,0,0.08,12,0.012,2,0.18,0,0.781818
8,18,0,0.09,14,0.014,2,0.2,0,0.745454
9,19,0,0.1,16,0.016,2,0.2,0,0.727273
10,20,0,0.11,18,0.018,2,0.2,0,0.727273
11,21,0,0.12,20,0.02,2,0.2,0,0.745455
12,22,0,0.13,22,0.0222,2,0.22,0,0.781818
13,23,0,0.14,24,0.0244,2,0.22,0,0.745454
14,24,0,0.15,27,0.0268,3,0.24,1,0.745455
15,25,0,0.16,29,0.0292,2,0.24,-1,0.781818
16,26,0,0.17,32,0.0318,3,0.26,1,0.745455
17,27,0,0.18,34,0.0344,2,0.26,-1,0.727273
18,28,0,0.19,37,0.037,3,0.26,1,0.818182
19,29,0,0.2,40,0.0396,3,0.26,0,0.818182
20,30,0,0.21,42,0.0424,2,0.28,-1,0.836364
21,31,0,0.22,45,0.0452,3,0.28,1,0.872727
22,32,0,0.23,48,0.0482,3,0.3,0,0.836364
23,33,0,0.24,51,0.0514,3,0.32,0,0.836364
24,34,0,0.25,55,0.0546,4,0.32,1,0.763636
25,35,0,0.26,58,0.0578,3,0.32,-1,0.709091
26,36,0,0.27,61,0.0612,3,0.34,0,0.672727
27,37,0,0.28,64,0.0644,3,0.32,0,0.654545
28,38,0,0.29,68,0.0678,4,0.34,1,0.654545
29,39,0,0.3,71,0.0712,3,0.34,-1,0.781818
30,40,0,0.31,75,0.0748,4,0.36,1,0.836364
31,41,0,0.32,78,0.0784,3,0.36,-1,0.818182
32,42,0,0.33,82,0.0822,4,0.38,1,0.836364
33,43,0,0.34,86,0.086,4,0.38,0,0.781818
34,44,0,0.35,90,0.09,4,0.4,0,0.745454
35,45,0,0.36,94,0.094,4,0.4,0,0.636364
36,46,0,0.37,98,0.098,4,0.4,0,0.654545
37,47,0,0.38,102,0.102,4,0.4,0,0.690909
38,48,0,0.39,106,0.1062,4,0.42,0,0.654545
39,49,0,0.4,110,0.1104,4,0.42,0,0.654545
40,50,0,0.41,115,0.1146,5,0.42,1,0.781818
41,51,0,0.42,119,0.119,4,0.44,-1,0.836364
42,52,0,0.43,123,0.1236,4,0.46,0,0.818182
43,53,0,0.44,128,0.128,5,0.44,1,0.818182
