index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.00945055,1,0.00233333,1,0.141085,1,0.622033
1,10,1,0.0189011,2,0.00325,1,0.158721,0,0.74644
2,10,2,0.0283516,4,0.004,2,0.14814,1,0.814298
3,10,3,0.0378022,6,0.0054,2,0.14814,0,1.01787
4,11,0,0.0472527,7,0.007,1,0.169302,-1,1.12257
5,11,1,0.0567033,8,0.0086,1,0.169302,0,1.09252
6,11,2,0.0661538,10,0.0102,2,0.169302,1,1.17395
7,11,3,0.0756044,12,0.012,2,0.190465,0,1.26216
8,13,0,0.0850549,14,0.014,2,0.211628,0,1.34359
9,14,0,0.0945055,16,0.0162,2,0.232791,0,1.30288
10,15,0,0.103956,18,0.0184,2,0.232791,0,1.36395
11,16,0,0.113407,21,0.0208,3,0.253953,1,1.30288
12,17,0,0.122857,23,0.0232,2,0.253954,-1,1.22145
13,18,0,0.132308,26,0.0258,3,0.275116,1,1.22145
14,19,0,0.141758,28,0.0284,2,0.275116,-1,1.20109
15,20,0,0.151209,31,0.0312,3,0.296279,1,1.18073
16,21,0,0.160659,34,0.034,3,0.296279,0,1.16037
17,22,0,0.17011,37,0.037,3,0.317442,0,1.14002
18,23,0,0.17956,40,0.0402,3,0.338605,0,1.01787
19,24,0,0.189011,43,0.0434,3,0.338605,0,1.01787
20,25,0,0.198462,47,0.0466,4,0.338605,1,1.01787
21,26,0,0.207912,50,0.05,3,0.359767,-1,1.01787
22,27,0,0.217363,53,0.0534,3,0.359767,0,1.01787
23,28,0,0.226813,57,0.0568,4,0.359767,1,1.01787
24,29,0,0.236264,60,0.0604,3,0.38093,-1,1.03823
25,30,0,0.245714,64,0.0642,4,0.402093,1,0.977157
26,31,0,0.255165,68,0.068,4,0.402093,0,0.936442
27,32,0,0.264615,72,0.072,4,0.423256,0,0.916085
28,33,0,0.274066,76,0.076,4,0.423256,0,0.916085
29,34,0,0.283516,80,0.08,4,0.423256,0,0.916085
30,35,0,0.292967,84,0.084,4,0.423256,0,1.01787
31,36,0,0.302418,88,0.0882,4,0.444419,0,1.01787
32,37,0,0.311868,92,0.0924,4,0.444419,0,1.03823
33,38,0,0.321319,97,0.0968,5,0.465581,1,1.07894
34,39,0,0.330769,101,0.1014,4,0.486744,-1,1.03823
35,40,0,0.34022,106,0.1062,5,0.507907,1,1.01787
36,41,0,0.34967,111,0.1108,5,0.486744,0,0.997515
37,42,0,0.359121,116,0.1156,5,0.507907,0,0.977157
38,43,0,0.368571,120,0.1204,4,0.507907,-1,0.9568
39,44,0,0.378022,125,0.1252,5,0.507907,1,1.03823
40,45,0,0.387473,130,0.1302,5,0.52907,0,1.01787
41,46,0,0.396923,135,0.1354,5,0.550233,0,1.14002
42,47,0,0.406374,141,0.1406,6,0.550233,1,1.16037
43,48,0,0.415824,146,0.146,5,0.571395,-1,1.18073
44,49,0,0.425275,151,0.1516,5,0.592558,0,1.0993
45,50,0,0.434725,157,0.157,6,0.571395,1,1.01787
46,51,0,0.444176,163,0.1626,6,0.592558,0,0.936442
47,52,0,0.453626,168,0.1684,5,0.613721,-1,0.87537
48,53,0,0.463077,174,0.1742,6,0.613721,1,0.834655
49,54,0,0.472527,180,0.18,6,0.613721,0,0.814298
50,55,0,0.481978,186,0.186,6,0.634884,0,0.936442
51,56,0,0.491429,192,0.192,6,0.634884,0,0.855013
52,57,0,0.500879,198,0.198,6,0.634884,0,0.895727
53,58,0,0.51033,204,0.2042,6,0.656047,0,0.9568
54,59,0,0.51978,210,0.2104,6,0.656047,0,1.03823
55,60,0,0.529231,217,0.2168,7,0.677209,1,1.01787
56,61,0,0.538681,223,0.2232,6,0.677209,-1,1.22145
57,62,0,0.548132,230,0.2298,7,0.698372,1,1.30288
58,63,0,0.557582,236,0.2364,6,0.698372,-1,1.26216
59,64,0,0.567033,243,0.2432,7,0.719535,1,1.22145
60,65,0,0.576484,250,0.25,7,0.719535,0,1.18073
61,66,0,0.585934,257,0.2572,7,0.76186,0,1.03823
62,67,0,0.595385,264,0.2644,7,0.76186,0,0.916085
