index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.01,2,0.00466667,2,0.233333,2,0.611111
1,11,0,0.02,5,0.006,3,0.25,1,0.833333
2,12,0,0.03,7,0.0074,2,0.26,-1,0.909091
3,13,0,0.04,10,0.01,3,0.26,1,1.05195
4,14,0,0.05,13,0.0126,3,0.26,0,1.12727
5,15,0,0.06,15,0.0154,2,0.28,-1,1.17879
6,16,0,0.07,18,0.0184,3,0.3,1,1.07879
7,17,0,0.08,21,0.0214,3,0.3,0,1.09091
8,18,0,0.09,25,0.0246,4,0.32,1,1.18182
9,19,0,0.1,28,0.028,3,0.34,-1,1.16364
10,20,0,0.11,31,0.0314,3,0.34,0,1.12727
11,21,0,0.12,35,0.0348,4,0.34,1,1.07273
12,22,0,0.13,38,0.0384,3,0.36,-1,1.10909
13,23,0,0.14,42,0.0422,4,0.38,1,1.03636
14,24,0,0.15,46,0.046,4,0.38,0,0.963636
15,25,0,0.16,50,0.05,4,0.4,0,1
16,26,0,0.17,54,0.054,4,0.4,0,1.03636
17,27,0,0.18,58,0.0582,4,0.42,0,0.872727
18,28,0,0.19,62,0.0624,4,0.42,0,0.818182
19,29,0,0.2,67,0.0666,5,0.42,1,0.872727
20,30,0,0.21,71,0.071,4,0.44,-1,0.927273
21,31,0,0.22,75,0.0756,4,0.46,0,0.981818
22,32,0,0.23,80,0.08,5,0.44,1,1.03636
23,33,0,0.24,85,0.0846,5,0.46,0,1.18182
24,34,0,0.25,89,0.0894,4,0.48,-1,1.21818
25,35,0,0.26,94,0.0944,5,0.5,1,1.14545
26,36,0,0.27,99,0.0994,5,0.5,0,1.07273
27,37,0,0.28,105,0.1046,6,0.52,1,1.10909
28,38,0,0.29,110,0.11,5,0.54,-1,0.945455
29,39,0,0.3,115,0.1154,5,0.54,0,0.872727
30,40,0,0.31,121,0.1208,6,0.54,1,0.8
31,41,0,0.32,126,0.1262,5,0.54,-1,0.836364
32,42,0,0.33,132,0.1318,6,0.56,1,0.872727
33,43,0,0.34,137,0.1374,5,0.56,-1,0.909091
34,44,0,0.35,143,0.1432,6,0.58,1,1.05455
35,45,0,0.36,149,0.149,6,0.58,0,1.10909
36,46,0,0.37,155,0.155,6,0.6,0,1.16364
37,47,0,0.38,161,0.1612,6,0.62,0,1.10909
38,48,0,0.39,167,0.1674,6,0.62,0,1.05455
39,49,0,0.4,174,0.1738,7,0.64,1,0.909091
40,50,0,0.41,180,0.1802,6,0.64,-1,0.872727
41,51,0,0.42,187,0.1868,7,0.66,1,0.745455
42,52,0,0.43,193,0.1934,6,0.66,-1,0.727273
43,53,0,0.44,200,0.2,7,0.66,1,0.818182
44,54,0,0.45,207,0.2066,7,0.66,0,0.909091
45,55,0,0.46,213,0.2134,6,0.68,-1,1
46,56,0,0.47,220,0.2202,7,0.68,1,1.09091
47,57,0,0.48,227,0.2272,7,0.7,0,1.18182
48,58,0,0.49,234,0.2344,7,0.72,0,1.27273
49,59,0,0.5,242,0.2418,8,0.74,1,1.25455
50,60,0,0.51,249,0.2492,7,0.74,-1,1.21818
51,61,0,0.52,257,0.2568,8,0.76,1,1.16364
52,62,0,0.53,264,0.2644,7,0.76,-1,1
53,63,0,0.54,272,0.2722,8,0.78,1,0.927273
54,64,0,0.55,280,0.28,8,0.78,0,0.854545
55,65,0,0.56,288,0.288,8,0.8,0,0.8
56,66,0,0.57,296,0.296,8,0.8,0,0.763636
57,67,0,0.58,304,0.304,8,0.8,0,0.836364
58,68,0,0.59,312,0.3122,8,0.82,0,0.727273
59,69,0,0.6,320,0.3204,8,0.82,0,0.745455
60,70,0,0.61,329,0.3286,9,0.82,1,0.781818
61,71,0,0.62,337,0.337,8,0.84,-1,0.836364
62,72,0,0.63,345,0.3456,8,0.86,0,0.821212
63,73,0,0.64,354,0.354,9,0.84,1,0.812987
64,74,0,0.65,363,0.3626,9,0.86,0,0.935065
65,75,0,0.66,371,0.3714,8,0.88,-1,0.981818
66,76,0,0.67,380,0.37575,9,0.875,1,1
67,77,0,0.68,389,0.38,9,0.866667,0,1.05556
